input_text,label
"cặp đôi ninh - dương gây sốt khi bán 2,8tr/vé cho fan meeting. </s> tôi cũng đang phát điên vì trào lưu này toàn bệnh hoạn",2
"cảm ơn em đã biến giấc mơ của anh thành hiện thực, giấc mơ mãi có em trong đời hôn đồng tính </s> còm dạo",0
"boy phố ""gãy cánh"" ngay trước mặt </s> muốn nổi tiếng của mình để dua xe mà thôi",0
official poster | visualizer mv body shaming ?- awai x win gì x <person> 15/08/2025 - 200 bàn về miệt thị ngoại hình <person> (miệt thị ngoại hình) là một </s> nhìn chán vloz,1
vậy là chúng ta đã kết thúc chuỗi ngày tự do yêu nhau chuyển sang cuộc sống hôn nhân hôn đồng tính </s> về thọc nhau kiểu gì,2
vụ xe phân khối lớn đâm vào đôi bạn trẻ trên phố <person> video hành trình ghi lại cảnh chiếc bmw phóng vơi tốc độ kinh hoàng‼ nghe tiếng người bạn trai ôm bạn gái bị đứt lìa chân khóc thảm. </s> tốc này không dưới 130km đâu,0
" </s> ráng học để trốn, phát ngôn biết loại ngu dốt",1
"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn! </s> lời xin phép chân thật bây giờ vào chân tường mà nói",0
<person> gì ? </s> không đâu rồi bạn >,0
official poster | visualizer mv body shaming ?- awai x win gì x <person> 15/08/2025 - 200 bàn về miệt thị ngoại hình <person> (miệt thị ngoại hình) là một </s> mv này úp lên dutúp nổi không.,0
cay đắng cảnh anh chồng bắt quả tang vợ lén lút ngoại tình. mặc cho quỳ gối van xin hết lời nhưng chị vợ nhất quyết không về </s> ơ cái địt mẹ,1
nữ sinh bật khóc khi lực lượng cảnh sát giao thông thông báo mức phạt với lỗi vượt đèn đỏ là 5 triệu đồng và trừ 4 điểm giấy phép lái xe. </s> nhóm mới mời mọi người cùng săn thưởng,0
official poster | visualizer mv body shaming ?- awai x win gì x <person> 15/08/2025 - 200 bàn về miệt thị ngoại hình <person> (miệt thị ngoại hình) là một </s> !!(д)(д)!!,0
official poster | visualizer mv body shaming ?- awai x win gì x <person> 15/08/2025 - 200 bàn về miệt thị ngoại hình <person> (miệt thị ngoại hình) là một </s> u uôi,0
official poster | visualizer mv body shaming ?- awai x win gì x <person> 15/08/2025 - 200 bàn về miệt thị ngoại hình <person> (miệt thị ngoại hình) là một </s> chắp bi lòi mỡ,1
boy phố mới nhú hay sao mà mặt ông cháu nào cũng non choẹt vậy? </s> đừng,0
<person> | <person> ngượng đỏ mặt với thẻ đen vip </s> dep đi,0
nữ sinh bật khóc khi lực lượng cảnh sát giao thông thông báo mức phạt với lỗi vượt đèn đỏ là 5 triệu đồng và trừ 4 điểm giấy phép lái xe. </s> khổ thân cháu sinh viên,0
awai x <user> - body shaming ? (ft. <person>) | visualizer mv </s> ghi ft trà bông mà không có lyric,0
thật đáng lên án hành động vứt rác bừa bãi của một chủ quán ở dĩ an. </s> nguoi ta nói không sai 9 quyền nào nhân dân đo,0
"official poster | visualizer mv body shaming ?- awai x win gì x <person> 15/08/2025 - 200 bàn về miệt thị ngoại hình <person> (miệt thị ngoại hình) là một </s> tôi nghĩ yêu bản thân là cố gắng giúp bản thân trở nên khoẻ mạnh xinh đẹp hơn, giống chị hiền thay đổi vậy, chứ không phải cổ xúy cho việc ăn nhiều đồ không tốt là yêu bản thân. nhưng tôi cũng không thích vài đứa trong bình luận này, cách họ miệt thị ngoại hình người khác mang vỏ bọc là 1 câu joke hài hước thấy tụi nó cũng chả tốt hơn người ta được bao nhiêu cái đó nó gọi là vô duyên ấy. thay vì khuyên chị ấy cố gắng thay đổi giúp chị ấy khoẻ mạnh hơn thì lại đem ngoại hình chị ấy ra đùa cợt, chế giễu. thực sự thì việc đó cũng chẳng làm bản thân mình trở nên tốt đẹp hơn người ta đâu . nói trước tôi cũng chẳng bênh bên nào cả, xin phép không trả lời bình luận của mấy đứa không đọc kĩ",0
" </s> không hiểu đời cha ăn mặn đời con khát nước hả bạn? tất nhiên có người this người that nhưng người ""that"" quá ít. và không phải mỗi mình cho rằng như vậy bởi mình đã đi hết một nửa việt nam và đều nghe về việc này, người miền trung không hay spam nhưng họ cũng rất ghét, khinh người bắc vì bẩn tính. phải chi có mỗi mình nói thì bạn có thể kêu mình là đánh đồng, còn ở đây vừa namtrung vừa nước ngoài thì nó tai tiếng rồi bạn. và mình ở đây để giải thích vì sao, lý do để hiểu rằng việc người ta hay nói ""bắc kỳ"" là có lý do hết.",0
"1 đoạn video đang lan truyền trên threads quay lại cảnh người nào đó đã chạy tốc độ cực cao hơn 100 km/giờ trong khu vực nội thành đã thế xe không gương, vượt ẩu, chạy vào làn ô tô nữa. </s> hải phòng mất em",0
vậy là chúng ta đã kết thúc chuỗi ngày tự do yêu nhau chuyển sang cuộc sống hôn nhân hôn đồng tính </s> bọn động vật bậc thấp,2
<person> gì ? </s> vậy dung từ ' ba ke' được không,0
"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn! </s> tan canh đó hả em",0
"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn! </s> vào traigiam xin lời dân miền nam cũng như dân miền bắc không ai nghe lời máy xịn loii",0
"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn! </s> con rat đẹp trái nhưng con phát ngon ki vậy",0
"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn! </s> sao này nhìn thấy hiền thế, không hả mồm như bữa trước",0
"<person> gì ? </s> và người dân việt nam không thích những thằng thua không chịu nín , cổng bị húc đổ thì không chịu sửa luôn ngồi và sủa bắc kỳ nam kỳ và xuyên tạc lịch sử",2
thật đáng lên án hành động vứt rác bừa bãi của một chủ quán ở dĩ an. </s> ngu hết chổ nói,1
"vậy là chúng ta đã kết thúc chuỗi ngày tự do yêu nhau chuyển sang cuộc sống hôn nhân hôn đồng tính </s> nếu mọi người không thích hai người đó đừng nên nói họ như vậy đừng nên xúc phạm họ có khi sau này con cái của mấy chị sẽ bị như vậy rồi anh chị sẽ biết nhé vì xã hội này chấp nhận người đồng tính yêu nhau rồi , mà nói phải biết trên biết dưới đấy",0
2 báo thủ thông chốt làm 1 chiến sĩ cscđ chấn thương sọ não </s> cháu ở nhà ngoan lắm,0
"cặp đôi ninh - dương gây sốt khi bán 2,8tr/vé cho fan meeting. </s> ăn còn không đủ, suốt ngày mở mồm ra là đẻ đẻ, duy trì nòi giống. thế lấy vợ mà vợ bị vô sinh thì chắc là ly hôn luôn à.",2
official poster | visualizer mv body shaming ?- awai x win gì x <person> 15/08/2025 - 200 bàn về miệt thị ngoại hình <person> (miệt thị ngoại hình) là một </s> nghe tựa giống của ghê,0
cay đắng cảnh anh chồng bắt quả tang vợ lén lút ngoại tình. mặc cho quỳ gối van xin hết lời nhưng chị vợ nhất quyết không về </s> nhân sinh thôi họ không làm người họ làm con mình đúng mình làm người,0
"<person> gì ? </s> thiểu năng, đần độn",2
"mới đây, mạng xã hội lan truyền clip 1 nhóm bạn trẻ người sài gòn ra hà nội chơi, buổi tối cả nhóm ra phố đi bộ <person> thăm quan và có tạt qua 1 hàng vỉa hè cạnh hồ để uống </s> nhớ mãi ly trà chanh 280ml giá 30k/ly",0
"mới đây, mạng xã hội lan truyền clip 1 nhóm bạn trẻ người sài gòn ra hà nội chơi, buổi tối cả nhóm ra phố đi bộ <person> thăm quan và có tạt qua 1 hàng vỉa hè cạnh hồ để uống </s> chưa mắc đâu lên sapa ăn còn mắc nữa",0
"cảm ơn em đã biến giấc mơ của anh thành hiện thực, giấc mơ mãi có em trong đời hôn đồng tính </s> giờ cha mẹ 2 đứa này chắc nhìn đời bằng con mắt rồi",2
"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn! </s> xin lổi quá muộn rồi con.",0
"nữ sinh bật khóc khi lực lượng cảnh sát giao thông thông báo mức phạt với lỗi vượt đèn đỏ là 5 triệu đồng và trừ 4 điểm giấy phép lái xe. </s> nín đi em, bọn anh ở đây mới mùng 2 mà chắc tính đểm cũng trên trung bình rầu em ah",0
2 báo thủ thông chốt làm 1 chiến sĩ cscđ chấn thương sọ não </s> phải cho ăn kẹo đồng mới đáng,0
 </s> pick me girl vãi lồn,1
vụ xe phân khối lớn đâm vào đôi bạn trẻ trên phố <person> video hành trình ghi lại cảnh chiếc bmw phóng vơi tốc độ kinh hoàng‼ nghe tiếng người bạn trai ôm bạn gái bị đứt lìa chân khóc thảm. </s> phóng vậy cơ mà,0
"con út 3 tuổi mất để lại 2 tỷ bảo hiểm, ty na cầm tiền đi biệt. sau 2 năm ty na trở về đón các con ở chung thì được 1 tuần người con thứ 3 (7 tuổi) cũng tử vong <per@@ </s> loại này phải mang ra tùng xẻo cho chó ăn",2
official poster | visualizer mv body shaming ?- awai x win gì x <person> 15/08/2025 - 200 bàn về miệt thị ngoại hình <person> (miệt thị ngoại hình) là một </s> deck quan tâm,0
 </s> ​ youtube là không đáng kể,0
"cặp đôi ninh - dương gây sốt khi bán 2,8tr/vé cho fan meeting. </s> xem hai thằng bệnh hoạn thông đít nhau",2
cay đắng cảnh anh chồng bắt quả tang vợ lén lút ngoại tình. mặc cho quỳ gối van xin hết lời nhưng chị vợ nhất quyết không về </s> đúng rồi,0
awai x <user> - body shaming ? (ft. <person>) | visualizer mv </s> cố kéo lượt xem à,0
2 báo thủ thông chốt làm 1 chiến sĩ cscđ chấn thương sọ não </s> mấy trường hợp này cảnh sát giao thông không nên lấy thân chặn nó . móc súng ra bắn nó bỏ luôn,0
nữ sinh bật khóc khi lực lượng cảnh sát giao thông thông báo mức phạt với lỗi vượt đèn đỏ là 5 triệu đồng và trừ 4 điểm giấy phép lái xe. </s> nữ sinh tất xanh hả? ah không phải. là nữ sinh psg,0
awai x <user> - body shaming ? (ft. <person>) | visualizer mv </s> 15 bài ft với trà bông nhưng lyrics tự nói về trà bông,0
2 báo thủ thông chốt làm 1 chiến sĩ cscđ chấn thương sọ não </s> giờ thời thế tạo được vô tù cha mẹ ở nhà đâu biết con mình nó quậy banh xác luôn,0
" </s> đưa tin trên mạng không tới được các bô lão trong làng ít sd điện thoại , cứ lên loa phường 5heo sáng thì cả xóm mới cập nhật pháp luật hằng ngày",0
"xem xét kỷ luật sinh viên có hành vì vô lễ, thiếu tôn trọng đối với cựu chiến binh tại lễ kỷ niệm 30/4 <person> học <person> đang xác minh đỉ xử lý sinh viên vô lễ với hai người </s> lại một đứa huênh hoang vì nhà có chỗ chống",0
2 báo thủ thông chốt làm 1 chiến sĩ cscđ chấn thương sọ não </s> loại này sao nó không đi xe rồng phượng luôn đi chứ sống lại khổ xã hội,2
"cay đắng cảnh anh chồng bắt quả tang vợ lén lút ngoại tình. mặc cho quỳ gối van xin hết lời nhưng chị vợ nhất quyết không về </s> kể cả người ta có tồi thì mình cũng không được phép ngoại tình trong hôn nhân . ly hôn xong muốn đi yêu ai cũng không có đứa nào dám ý kiến , cho là mày là người cổ hủ cũng được nhưng không thể cổ xúy cho hành động trái đạo đức thế được đâu",0
"<person> đi từ thiện như mở megalive, làm gì cũng nói lớn sợ mic không thu tiếng </s> khóc het trơn",0
cay đắng cảnh anh chồng bắt quả tang vợ lén lút ngoại tình. mặc cho quỳ gối van xin hết lời nhưng chị vợ nhất quyết không về </s> bất tài,0
"nữ sinh bật khóc khi lực lượng cảnh sát giao thông thông báo mức phạt với lỗi vượt đèn đỏ là 5 triệu đồng và trừ 4 điểm giấy phép lái xe. </s> , ,",0
official poster | visualizer mv body shaming ?- awai x win gì x <person> 15/08/2025 - 200 bàn về miệt thị ngoại hình <person> (miệt thị ngoại hình) là một </s> mv ăn khách nhất năm 2025,0
cay đắng cảnh anh chồng bắt quả tang vợ lén lút ngoại tình. mặc cho quỳ gối van xin hết lời nhưng chị vợ nhất quyết không về </s> chị cũng ngon còn không đập bà. mà bà cũng không chịu. thôi tôi chịu à.,0
" </s> tha thứ cho bả đi mọi người, bả tốt mà. bả có đạp đổ chén cơm của ai đâu, bả tự đạp chén cơm bả mà",0
"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn! </s> xin lỗi truoc , lac chui te tua kg này ai va con thach thuc dan miền nam ,, không ai chap mhan loi xin lỗi cua may đau,,",0
" </s> should check the grammar of that sentence carefully. if not, quynh bei will have to make the other video to evaluate your english",0
nữ sinh bật khóc khi lực lượng cảnh sát giao thông thông báo mức phạt với lỗi vượt đèn đỏ là 5 triệu đồng và trừ 4 điểm giấy phép lái xe. </s> ý thức giao thông không có khóc lóc cái gì,0
official poster | visualizer mv body shaming ?- awai x win gì x <person> 15/08/2025 - 200 bàn về miệt thị ngoại hình <person> (miệt thị ngoại hình) là một </s> mv ngải heo hả cm,2
"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn! </s> nhìn mặt xin lỗi trước sau đó lại chửi tiếp không thể tha",0
"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn! </s> xin sỏ cái gì",0
"boy phố ""gãy cánh"" ngay trước mặt </s> sao vẫn còn đứng dậy tỉnh bơ hay vậy",0
cay đắng cảnh anh chồng bắt quả tang vợ lén lút ngoại tình. mặc cho quỳ gối van xin hết lời nhưng chị vợ nhất quyết không về </s> may quá chưa yêu ai,0
"vụ xe phân khối lớn đâm vào đôi bạn trẻ trên phố <person> video hành trình ghi lại cảnh chiếc bmw phóng vơi tốc độ kinh hoàng‼ nghe tiếng người bạn trai ôm bạn gái bị đứt lìa chân khóc thảm. </s> nếu bị chém đứt còn nguyên mới nối được, đây nó đứt chân còn 1 đoạn bị nát hết xương thịt coi như mất nguyên 1 khúc.",0
"mới đây, mạng xã hội lan truyền clip 1 nhóm bạn trẻ người sài gòn ra hà nội chơi, buổi tối cả nhóm ra phố đi bộ <person> thăm quan và có tạt qua 1 hàng vỉa hè cạnh hồ để uống </s> ăn xôi yến ở hà nội bao giờ chưa?",0
thật đáng lên án hành động vứt rác bừa bãi của một chủ quán ở dĩ an. </s> già đầu mà dại là đây,1
vậy là chúng ta đã kết thúc chuỗi ngày tự do yêu nhau chuyển sang cuộc sống hôn nhân hôn đồng tính </s> toàn bọn điên,2
cay đắng cảnh anh chồng bắt quả tang vợ lén lút ngoại tình. mặc cho quỳ gối van xin hết lời nhưng chị vợ nhất quyết không về </s> chuẩn luôn chỉ người trong cuộc mới thấm thôi,0
2 báo thủ thông chốt làm 1 chiến sĩ cscđ chấn thương sọ não </s> 2 người đủ 18 tuổi rồi,0
boy phố mới nhú hay sao mà mặt ông cháu nào cũng non choẹt vậy? </s> chất vãi lồn ấy,1
"official poster | visualizer mv body shaming ?- awai x win gì x <person> 15/08/2025 - 200 bàn về miệt thị ngoại hình <person> (miệt thị ngoại hình) là một </s> mv quá nặng đô, thật không thể xem nhẹ.",0
official poster | visualizer mv body shaming ?- awai x win gì x <person> 15/08/2025 - 200 bàn về miệt thị ngoại hình <person> (miệt thị ngoại hình) là một </s> mày đùa tôi à con lợn này,1
thật đáng lên án hành động vứt rác bừa bãi của một chủ quán ở dĩ an. </s> loại này bị lỗi i xê,0
2 báo thủ thông chốt làm 1 chiến sĩ cscđ chấn thương sọ não </s> tông cm nó luôn cũng được . hả dạ,0
"cảm ơn em đã biến giấc mơ của anh thành hiện thực, giấc mơ mãi có em trong đời hôn đồng tính </s> bình thường thì mới người dùng chui họ thường cho",0
"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn! </s> xin gì phân biệt vùng miền rồi hỗn láo rồi xin lỗi là song sao ủa biết câu này năng nề hả",0
nữ sinh bật khóc khi lực lượng cảnh sát giao thông thông báo mức phạt với lỗi vượt đèn đỏ là 5 triệu đồng và trừ 4 điểm giấy phép lái xe. </s> phạt lần này là kinh ngay,0
"cặp đôi ninh - dương gây sốt khi bán 2,8tr/vé cho fan meeting. </s> đi meeting xong rồi các ông cong hết với nhau đòi đi thái hết thì hỏng",2
official poster | visualizer mv body shaming ?- awai x win gì x <person> 15/08/2025 - 200 bàn về miệt thị ngoại hình <person> (miệt thị ngoại hình) là một </s> muốn xem ủng hộ awai mà vid nặng quá load 1 tiếng chưa xem được,0
"cặp đôi ninh - dương gây sốt khi bán 2,8tr/vé cho fan meeting. </s> lgbt tấn công an ninh dân tộc, tồn vong dân tộc, tồn vong văn hóa, chứ không chỉ là an ninh quốc gia nữa",2
official poster | visualizer mv body shaming ?- awai x win gì x <person> 15/08/2025 - 200 bàn về miệt thị ngoại hình <person> (miệt thị ngoại hình) là một </s> mời đúng người luôn,0
"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn! </s> miền nam không có cái lỗi cho mấy xin đâu ai có cho mấy cái lỗi con tao thì cũng đặc biệt là tao không cho mầy",0
không phải bị tao nói trúng cái điểm gì của mẹ mày cái nhảy dựng à,2
"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn! </s> loại mày xin lỗi bằng thừa không chấp nhận được vào tù đi",0
official poster | visualizer mv body shaming ?- awai x win gì x <person> 15/08/2025 - 200 bàn về miệt thị ngoại hình <person> (miệt thị ngoại hình) là một </s> xàm lồn 1 cây,1
cay đắng cảnh anh chồng bắt quả tang vợ lén lút ngoại tình. mặc cho quỳ gối van xin hết lời nhưng chị vợ nhất quyết không về </s> chính xác.,0
awai x <user> - body shaming ? (ft. <person>) | visualizer mv </s> mv “ nặng “ đến mức wifi với 3g không load nổi,0
"cặp đôi ninh - dương gây sốt khi bán 2,8tr/vé cho fan meeting. </s> quán triệt cho mạnh phải làm mạnh như trung thì tránh được hệ lụy tương lai con em sau này",2
"official poster | visualizer mv body shaming ?- awai x win gì x <person> 15/08/2025 - 200 bàn về miệt thị ngoại hình <person> (miệt thị ngoại hình) là một </s> đừng nói thêm gì nữa dừng lại đi , mv nặng vậy ò có load được âu",0
"nửa đêm, thiên an bất ngờ công khai full tin nhắn làm giấy khai sinh, lần đầu đáp trả về buổi họp báo 2 tiếng ‼ </s> lẹ lên để tôi còn bình thường theo phe ai chứ nhùng nhằng tôi quay xe miết chóng hết cả mặt‍↔‍↔",0
"xem xét kỷ luật sinh viên có hành vì vô lễ, thiếu tôn trọng đối với cựu chiến binh tại lễ kỷ niệm 30/4 <person> học <person> đang xác minh đỉ xử lý sinh viên vô lễ với hai người </s> không ưa kỉu vậy nhưng mà thời nay tất cả đều bình đẳng",0
boy phố mới nhú hay sao mà mặt ông cháu nào cũng non choẹt vậy? </s> pheo hăng lắm,1
awai x <user> - body shaming ? (ft. <person>) | visualizer mv </s> cái này là thuê rap à,0
cay đắng cảnh anh chồng bắt quả tang vợ lén lút ngoại tình. mặc cho quỳ gối van xin hết lời nhưng chị vợ nhất quyết không về </s> chồng cũ tao ra đường ai cũng khen tốt. nhưng trong tâm toi ở chung thì lánh đến mất con trong vụng,0
nữ sinh bật khóc khi lực lượng cảnh sát giao thông thông báo mức phạt với lỗi vượt đèn đỏ là 5 triệu đồng và trừ 4 điểm giấy phép lái xe. </s> không có nhưng,0
"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn! </s> hỗn láo bắt tù là đúng rồi loại người vô đạo đức",1
"boy phố ""gãy cánh"" ngay trước mặt </s> bọn này nó làm loạn xã hội và hại mọi người",2
"1 đoạn video đang lan truyền trên threads quay lại cảnh người nào đó đã chạy tốc độ cực cao hơn 100 km/giờ trong khu vực nội thành đã thế xe không gương, vượt ẩu, chạy vào làn ô tô nữa. </s> không nên b ạ",0
cay đắng cảnh anh chồng bắt quả tang vợ lén lút ngoại tình. mặc cho quỳ gối van xin hết lời nhưng chị vợ nhất quyết không về </s> chắc phải thế nào thì nó mới không về,0
"xem xét kỷ luật sinh viên có hành vì vô lễ, thiếu tôn trọng đối với cựu chiến binh tại lễ kỷ niệm 30/4 <person> học <person> đang xác minh đỉ xử lý sinh viên vô lễ với hai người </s> đã có câu ""đừng có nghe thằng nghiện tâm sự"" thằng này nó xin lỗi hay như vậy ngọt như mía vậy. mai nó lại cầm dao đưa vào sát sườn mọi người thì đừng có nói biết thế.",0
2 báo thủ thông chốt làm 1 chiến sĩ cscđ chấn thương sọ não </s> rồi nó đâm dân thường khác gì nhau thế chúng bây lại bảo trách nhiệm của công an đâu bao đời chẳng vậy cứ tụi này gây tai nạn vào người thường lại trách cơ quan chức năng,0
"con út 3 tuổi mất để lại 2 tỷ bảo hiểm, ty na cầm tiền đi biệt. sau 2 năm ty na trở về đón các con ở chung thì được 1 tuần người con thứ 3 (7 tuổi) cũng tử vong <per@@ </s> sao tưởng con phát hiện được mẹ có y dinh giết con xong báo công an",0
video cận cảnh <person> hút shisha vào tối 3/9 bất chấp lệnh cấm của nhà nước </s> được dịp thì gáy. lúc anh ấy xây trường thì lặng dưới đái địa ngục ngước nhìn,0
"1 đoạn video đang lan truyền trên threads quay lại cảnh người nào đó đã chạy tốc độ cực cao hơn 100 km/giờ trong khu vực nội thành đã thế xe không gương, vượt ẩu, chạy vào làn ô tô nữa. </s> chã lẽ 4 lần mất em",0
"<person> đi từ thiện như mở megalive, làm gì cũng nói lớn sợ mic không thu tiếng </s> co so nguoi đéo giúp được gi . mà phái quay rơi . giu được quay đéo nói .",1
cay đắng cảnh anh chồng bắt quả tang vợ lén lút ngoại tình. mặc cho quỳ gối van xin hết lời nhưng chị vợ nhất quyết không về </s> về nó giết tốt nhất đường ai nấy đi,0
2 báo thủ thông chốt làm 1 chiến sĩ cscđ chấn thương sọ não </s> sống chật đất tốn oxy,0
boy phố mới nhú hay sao mà mặt ông cháu nào cũng non choẹt vậy? </s> thôi lại sớm thôi,0
2 báo thủ thông chốt làm 1 chiến sĩ cscđ chấn thương sọ não </s> chú cscđ thật gan dạ anh hùng,0
awai x <user> - body shaming ? (ft. <person>) | visualizer mv </s> bài nhạc này rất có sức nặng,0
"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn! </s> thằng này nó nói không thật",0
"1 đoạn video đang lan truyền trên threads quay lại cảnh người nào đó đã chạy tốc độ cực cao hơn 100 km/giờ trong khu vực nội thành đã thế xe không gương, vượt ẩu, chạy vào làn ô tô nữa. </s> quá hên cho cô gái đó",0
nữ sinh bật khóc khi lực lượng cảnh sát giao thông thông báo mức phạt với lỗi vượt đèn đỏ là 5 triệu đồng và trừ 4 điểm giấy phép lái xe. </s> khóc đâu. ngại lên sóng chứ. nhà điều kiện đầy,0
"boy phố ""gãy cánh"" ngay trước mặt </s> sao không chết mẹ luôn đi",2
nữ sinh bật khóc khi lực lượng cảnh sát giao thông thông báo mức phạt với lỗi vượt đèn đỏ là 5 triệu đồng và trừ 4 điểm giấy phép lái xe. </s> đi sh phạt 5 củ rẻ,0
"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn! </s> nhìn bản mặt còn đểu lắm",0
official poster | visualizer mv body shaming ?- awai x win gì x <person> 15/08/2025 - 200 bàn về miệt thị ngoại hình <person> (miệt thị ngoại hình) là một </s> có anh em nào hack được mạng nasa không chứ 5g em sợ đel load nổi.,0
2 báo thủ thông chốt làm 1 chiến sĩ cscđ chấn thương sọ não </s> chia buồn cùng gia đình,0
"boy phố ""gãy cánh"" ngay trước mặt </s> thế này mà có nhiều đứa kêu giải tán công an với cảnh sát giao thông đây . không biết công an cảnh sát giao thông nghĩ đồng loạt 2 hôm thì có dám nó mặt ra khỏi cửa không nữa .",0
"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn! </s> may xin lỗi ai may, may chửi đã rồi xin lỗi , ai mà tha thứ cho may",0
2 báo thủ thông chốt làm 1 chiến sĩ cscđ chấn thương sọ não </s> nếu chưa đủ tuổi thì nên tạm giữ đến đủ tuổi rồi xét xử,0
cay đắng cảnh anh chồng bắt quả tang vợ lén lút ngoại tình. mặc cho quỳ gối van xin hết lời nhưng chị vợ nhất quyết không về </s> nó ddau khổ vậy kêu ở nhà hay đánh ?,0
vụ xe phân khối lớn đâm vào đôi bạn trẻ trên phố <person> video hành trình ghi lại cảnh chiếc bmw phóng vơi tốc độ kinh hoàng‼ nghe tiếng người bạn trai ôm bạn gái bị đứt lìa chân khóc thảm. </s> tôi trả lời chủ bình luận. mà tagg nhầm,0
"dấu chấm hết cho tiktoker ""đớp"" 40 triệu tiền từ thiện </s> thật ra thì từ thiện thì ai chả ăn quan trọng là ăn nhiều hay ăn ít thôi có nhưng người đi từ thiện thì người ta cũng ăn vài triệu coi như đấy là công sức của mình chứ có phải ai cũng liêm đâu",0
2 báo thủ thông chốt làm 1 chiến sĩ cscđ chấn thương sọ não </s> cứ rải chông cho nó té chết mẹ nó đi chứ lấy thân mình ra chặn nó chi cho nhọc,2
thật đáng lên án hành động vứt rác bừa bãi của một chủ quán ở dĩ an. </s> cạn lời với cái thằng già này.,1
"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn! </s> mày lên mày hổ báo lắm mà",0
<person> gì ? </s> bẩn tính nên cay,0
"<person> đi từ thiện như mở megalive, làm gì cũng nói lớn sợ mic không thu tiếng </s> nhg đứa hay soi người khác là nhg đứa sống chẳng ra quần què gì , nhg hay dạy đời người khác . kệ đi bạn , nhg đứa nv chẳng bao giờ mà khá hơn được . cái lúc chúng nó đang cào phím soi người ta và ở nhà hốc cơm ngon canh ngọt , nệm êm chăm ấm . thì bà nhân đang đi giúp người khác , nói như thế nào thì nói ít ra bà ấy còn giúp người khác bằng chính đồng tiền của mày . hơn cái lũ săm soi chả làm cái quần què gì nhg lại hay nói rồi chỉ người khác cách sống .",1
hai thanh niên đại học là lối chửi bới cựu chiến binh </s> thêm con áo đỏ nữa.,0
thật đáng lên án hành động vứt rác bừa bãi của một chủ quán ở dĩ an. </s> bắc kỳ chắc luôn. chó đẻ nó à,2
"cay đắng cảnh anh chồng bắt quả tang vợ lén lút ngoại tình. mặc cho quỳ gối van xin hết lời nhưng chị vợ nhất quyết không về </s> nên tìm đọc thêm nhiều mẫu chuyện và va chạm nhiều hơn nhé, chứ nhìn quan điểm của bạn thì mình thấy bạn còn thiếu kinh nghiệm lắm. diễn sơ vậy mà cũng tin thì đúng là bạn khá non",0
"con út 3 tuổi mất để lại 2 tỷ bảo hiểm, ty na cầm tiền đi biệt. sau 2 năm ty na trở về đón các con ở chung thì được 1 tuần người con thứ 3 (7 tuổi) cũng tử vong <per@@ </s> chắc chồng có khi nó giết luôn quá",0
vụ xe phân khối lớn đâm vào đôi bạn trẻ trên phố <person> video hành trình ghi lại cảnh chiếc bmw phóng vơi tốc độ kinh hoàng‼ nghe tiếng người bạn trai ôm bạn gái bị đứt lìa chân khóc thảm. </s> cấm thì không hợp lý tại vì nhiều thằng nó giãy chết đấy bác,0
thật đáng lên án hành động vứt rác bừa bãi của một chủ quán ở dĩ an. </s> đi me chứ wang,0
"mới đây, mạng xã hội lan truyền clip 1 nhóm bạn trẻ người sài gòn ra hà nội chơi, buổi tối cả nhóm ra phố đi bộ <person> thăm quan và có tạt qua 1 hàng vỉa hè cạnh hồ để uống </s> đưa 3 400 không lấy thì gọi công an xuống. khỏi nói nhiều",0
nữ sinh bật khóc khi lực lượng cảnh sát giao thông thông báo mức phạt với lỗi vượt đèn đỏ là 5 triệu đồng và trừ 4 điểm giấy phép lái xe. </s> vũ ai có bằng là ai có bằng,0
